"","Yr","Mn","station","CO2_concentration","hemisphere"
"2742",1992,"Aug","sam",355.58,"southern"
"2743",1992,"Aug","ker",354.98,"southern"
"2744",1992,"Aug","nzd",355.19,"southern"
"2745",1992,"Sep","alt",NA,"southern"
"2746",1992,"Sep","mlo",353.44,"southern"
"2747",1992,"Sep","kum",352.2,"southern"
"2748",1992,"Sep","chr",354.82,"southern"
"2749",1992,"Sep","sam",355.16,"southern"
"2750",1992,"Sep","ker",354.91,"southern"
"2751",1992,"Sep","nzd",354.74,"southern"
"2752",1992,"Oct","alt",NA,"southern"
"2753",1992,"Oct","mlo",353.01,"southern"
"2754",1992,"Oct","kum",353.33,"southern"
"2755",1992,"Oct","chr",355.29,"southern"
"2756",1992,"Oct","sam",355.54,"southern"
"2757",1992,"Oct","ker",NA,"southern"
"2758",1992,"Oct","nzd",354.68,"southern"
"2759",1992,"Nov","alt",NA,"southern"
"2760",1992,"Nov","mlo",354.61,"southern"
"2761",1992,"Nov","kum",355.06,"southern"
"2762",1992,"Nov","chr",355.14,"southern"
"2763",1992,"Nov","sam",355.15,"southern"
"2764",1992,"Nov","ker",NA,"southern"
"2765",1992,"Nov","nzd",354.12,"southern"
"2766",1992,"Dec","alt",NA,"southern"
"2767",1992,"Dec","mlo",355.73,"southern"
"2768",1992,"Dec","kum",356.9,"southern"
"2769",1992,"Dec","chr",356.22,"southern"
"2770",1992,"Dec","sam",355.82,"southern"
"2771",1992,"Dec","ker",355.35,"southern"
"2772",1992,"Dec","nzd",NA,"southern"
"2773",1993,"Jan","alt",NA,"southern"
"2774",1993,"Jan","mlo",356.71,"southern"
"2775",1993,"Jan","kum",357.62,"southern"
"2776",1993,"Jan","chr",356.85,"southern"
"2777",1993,"Jan","sam",355.33,"southern"
"2778",1993,"Jan","ker",NA,"southern"
"2779",1993,"Jan","nzd",353.76,"southern"
"2780",1993,"Feb","alt",NA,"southern"
"2781",1993,"Feb","mlo",356.95,"southern"
"2782",1993,"Feb","kum",359.12,"southern"
"2783",1993,"Feb","chr",356.9,"southern"
"2784",1993,"Feb","sam",355.78,"southern"
"2785",1993,"Feb","ker",NA,"southern"
"2786",1993,"Feb","nzd",353.53,"southern"
"2787",1993,"Mar","alt",NA,"southern"
"2788",1993,"Mar","mlo",358.35,"southern"
"2789",1993,"Mar","kum",358.9,"southern"
"2790",1993,"Mar","chr",357.3,"southern"
"2791",1993,"Mar","sam",356.29,"southern"
"2792",1993,"Mar","ker",355.08,"southern"
"2793",1993,"Mar","nzd",355.25,"southern"
"2794",1993,"Apr","alt",NA,"southern"
"2795",1993,"Apr","mlo",359.09,"southern"
"2796",1993,"Apr","kum",360.17,"southern"
"2797",1993,"Apr","chr",359.11,"southern"
"2798",1993,"Apr","sam",355.63,"southern"
"2799",1993,"Apr","ker",NA,"southern"
"2800",1993,"Apr","nzd",354.36,"southern"
"2801",1993,"May","alt",NA,"southern"
"2802",1993,"May","mlo",360.56,"southern"
"2803",1993,"May","kum",361.44,"southern"
"2804",1993,"May","chr",358.4,"southern"
"2805",1993,"May","sam",354.92,"southern"
"2806",1993,"May","ker",354.54,"southern"
"2807",1993,"May","nzd",355,"southern"
"2808",1993,"Jun","alt",NA,"southern"
"2809",1993,"Jun","mlo",359.61,"southern"
"2810",1993,"Jun","kum",359.88,"southern"
"2811",1993,"Jun","chr",357.93,"southern"
"2812",1993,"Jun","sam",355.97,"southern"
"2813",1993,"Jun","ker",354.99,"southern"
"2814",1993,"Jun","nzd",354.48,"southern"
"2815",1993,"Jul","alt",NA,"southern"
"2816",1993,"Jul","mlo",357.36,"southern"
"2817",1993,"Jul","kum",355.51,"southern"
"2818",1993,"Jul","chr",357.86,"southern"
"2819",1993,"Jul","sam",356.04,"southern"
"2820",1993,"Jul","ker",355.18,"southern"
"2821",1993,"Jul","nzd",355.79,"southern"
"2822",1993,"Aug","alt",NA,"southern"
"2823",1993,"Aug","mlo",355.63,"southern"
"2824",1993,"Aug","kum",353.61,"southern"
"2825",1993,"Aug","chr",357.76,"southern"
"2826",1993,"Aug","sam",356.35,"southern"
"2827",1993,"Aug","ker",NA,"southern"
"2828",1993,"Aug","nzd",355.43,"southern"
"2829",1993,"Sep","alt",NA,"southern"
"2830",1993,"Sep","mlo",353.38,"southern"
"2831",1993,"Sep","kum",352.64,"southern"
"2832",1993,"Sep","chr",356.56,"southern"
"2833",1993,"Sep","sam",356.02,"southern"
"2834",1993,"Sep","ker",355.63,"southern"
"2835",1993,"Sep","nzd",355.99,"southern"
"2836",1993,"Oct","alt",NA,"southern"
"2837",1993,"Oct","mlo",353.76,"southern"
"2838",1993,"Oct","kum",354.37,"southern"
"2839",1993,"Oct","chr",355.85,"southern"
"2840",1993,"Oct","sam",356.36,"southern"
"2841",1993,"Oct","ker",356.44,"southern"
"2842",1993,"Oct","nzd",355.06,"southern"
"2843",1993,"Nov","alt",NA,"southern"
"2844",1993,"Nov","mlo",355.47,"southern"
"2845",1993,"Nov","kum",356.03,"southern"
"2846",1993,"Nov","chr",NA,"southern"
"2847",1993,"Nov","sam",356.61,"southern"
"2848",1993,"Nov","ker",356.96,"southern"
"2849",1993,"Nov","nzd",355.61,"southern"
"2850",1993,"Dec","alt",NA,"southern"
"2851",1993,"Dec","mlo",356.81,"southern"
"2852",1993,"Dec","kum",358.38,"southern"
"2853",1993,"Dec","chr",357.93,"southern"
"2854",1993,"Dec","sam",356.91,"southern"
"2855",1993,"Dec","ker",356.63,"southern"
"2856",1993,"Dec","nzd",355.09,"southern"
"2857",1994,"Jan","alt",NA,"southern"
"2858",1994,"Jan","mlo",358.44,"southern"
"2859",1994,"Jan","kum",359.37,"southern"
"2860",1994,"Jan","chr",358.18,"southern"
"2861",1994,"Jan","sam",357.29,"southern"
"2862",1994,"Jan","ker",NA,"southern"
"2863",1994,"Jan","nzd",354.77,"southern"
"2864",1994,"Feb","alt",NA,"southern"
"2865",1994,"Feb","mlo",359.05,"southern"
"2866",1994,"Feb","kum",360.5,"southern"
"2867",1994,"Feb","chr",358.45,"southern"
"2868",1994,"Feb","sam",357.79,"southern"
"2869",1994,"Feb","ker",356.6,"southern"
"2870",1994,"Feb","nzd",355.1,"southern"
"2871",1994,"Mar","alt",NA,"southern"
"2872",1994,"Mar","mlo",359.55,"southern"
"2873",1994,"Mar","kum",361.46,"southern"
"2874",1994,"Mar","chr",359.28,"southern"
"2875",1994,"Mar","sam",357.26,"southern"
"2876",1994,"Mar","ker",356.65,"southern"
"2877",1994,"Mar","nzd",356.09,"southern"
"2878",1994,"Apr","alt",NA,"southern"
"2879",1994,"Apr","mlo",361.16,"southern"
"2880",1994,"Apr","kum",361.79,"southern"
"2881",1994,"Apr","chr",360.39,"southern"
"2882",1994,"Apr","sam",357.3,"southern"
"2883",1994,"Apr","ker",NA,"southern"
"2884",1994,"Apr","nzd",355.93,"southern"
"2885",1994,"May","alt",NA,"southern"
"2886",1994,"May","mlo",361.61,"southern"
"2887",1994,"May","kum",362.47,"southern"
"2888",1994,"May","chr",359.87,"southern"
"2889",1994,"May","sam",357.2,"southern"
"2890",1994,"May","ker",NA,"southern"
"2891",1994,"May","nzd",355.86,"southern"
"2892",1994,"Jun","alt",NA,"southern"
"2893",1994,"Jun","mlo",361.01,"southern"
"2894",1994,"Jun","kum",361.29,"southern"
"2895",1994,"Jun","chr",359.4,"southern"
"2896",1994,"Jun","sam",357.73,"southern"
"2897",1994,"Jun","ker",356.43,"southern"
"2898",1994,"Jun","nzd",356.09,"southern"
"2899",1994,"Jul","alt",NA,"southern"
"2900",1994,"Jul","mlo",358.89,"southern"
"2901",1994,"Jul","kum",358.33,"southern"
"2902",1994,"Jul","chr",359.41,"southern"
"2903",1994,"Jul","sam",357.43,"southern"
"2904",1994,"Jul","ker",356.68,"southern"
"2905",1994,"Jul","nzd",357.03,"southern"
"2906",1994,"Aug","alt",NA,"southern"
"2907",1994,"Aug","mlo",357.17,"southern"
"2908",1994,"Aug","kum",356.41,"southern"
"2909",1994,"Aug","chr",359.84,"southern"
"2910",1994,"Aug","sam",357.51,"southern"
"2911",1994,"Aug","ker",357.16,"southern"
"2912",1994,"Aug","nzd",357.36,"southern"
"2913",1994,"Sep","alt",NA,"southern"
"2914",1994,"Sep","mlo",355.04,"southern"
"2915",1994,"Sep","kum",354.73,"southern"
"2916",1994,"Sep","chr",358.37,"southern"
"2917",1994,"Sep","sam",357.78,"southern"
"2918",1994,"Sep","ker",357.58,"southern"
"2919",1994,"Sep","nzd",357.58,"southern"
"2920",1994,"Oct","alt",NA,"southern"
"2921",1994,"Oct","mlo",355.71,"southern"
"2922",1994,"Oct","kum",356.19,"southern"
"2923",1994,"Oct","chr",358.73,"southern"
"2924",1994,"Oct","sam",357.81,"southern"
"2925",1994,"Oct","ker",357.61,"southern"
"2926",1994,"Oct","nzd",357.7,"southern"
"2927",1994,"Nov","alt",NA,"southern"
"2928",1994,"Nov","mlo",357.26,"southern"
"2929",1994,"Nov","kum",358.62,"southern"
"2930",1994,"Nov","chr",NA,"southern"
"2931",1994,"Nov","sam",358.43,"southern"
"2932",1994,"Nov","ker",NA,"southern"
"2933",1994,"Nov","nzd",NA,"southern"
"2934",1994,"Dec","alt",NA,"southern"
"2935",1994,"Dec","mlo",359.5,"southern"
"2936",1994,"Dec","kum",360.93,"southern"
"2937",1994,"Dec","chr",NA,"southern"
"2938",1994,"Dec","sam",358.92,"southern"
"2939",1994,"Dec","ker",NA,"southern"
"2940",1994,"Dec","nzd",NA,"southern"
"2941",1995,"Jan","alt",NA,"southern"
"2942",1995,"Jan","mlo",360.07,"southern"
"2943",1995,"Jan","kum",360.79,"southern"
"2944",1995,"Jan","chr",NA,"southern"
"2945",1995,"Jan","sam",358.56,"southern"
"2946",1995,"Jan","ker",358.26,"southern"
"2947",1995,"Jan","nzd",356.43,"southern"
"2948",1995,"Feb","alt",NA,"southern"
"2949",1995,"Feb","mlo",360.73,"southern"
"2950",1995,"Feb","kum",362.8,"southern"
"2951",1995,"Feb","chr",NA,"southern"
"2952",1995,"Feb","sam",359.68,"southern"
"2953",1995,"Feb","ker",NA,"southern"
"2954",1995,"Feb","nzd",356.16,"southern"
"2955",1995,"Mar","alt",NA,"southern"
"2956",1995,"Mar","mlo",361.91,"southern"
"2957",1995,"Mar","kum",362.76,"southern"
"2958",1995,"Mar","chr",NA,"southern"
"2959",1995,"Mar","sam",359.28,"southern"
"2960",1995,"Mar","ker",NA,"southern"
"2961",1995,"Mar","nzd",NA,"southern"
"2962",1995,"Apr","alt",NA,"southern"
"2963",1995,"Apr","mlo",363.06,"southern"
"2964",1995,"Apr","kum",364.99,"southern"
"2965",1995,"Apr","chr",NA,"southern"
"2966",1995,"Apr","sam",358.81,"southern"
"2967",1995,"Apr","ker",NA,"southern"
"2968",1995,"Apr","nzd",357.11,"southern"
"2969",1995,"May","alt",NA,"southern"
"2970",1995,"May","mlo",363.59,"southern"
"2971",1995,"May","kum",364.23,"southern"
"2972",1995,"May","chr",NA,"southern"
"2973",1995,"May","sam",359.75,"southern"
"2974",1995,"May","ker",358.62,"southern"
"2975",1995,"May","nzd",357.08,"southern"
"2976",1995,"Jun","alt",NA,"southern"
"2977",1995,"Jun","mlo",363.52,"southern"
"2978",1995,"Jun","kum",362.88,"southern"
"2979",1995,"Jun","chr",NA,"southern"
"2980",1995,"Jun","sam",359.43,"southern"
"2981",1995,"Jun","ker",359.77,"southern"
"2982",1995,"Jun","nzd",NA,"southern"
"2983",1995,"Jul","alt",NA,"southern"
"2984",1995,"Jul","mlo",361.68,"southern"
"2985",1995,"Jul","kum",360.46,"southern"
"2986",1995,"Jul","chr",361.23,"southern"
"2987",1995,"Jul","sam",360.11,"southern"
"2988",1995,"Jul","ker",NA,"southern"
"2989",1995,"Jul","nzd",358.64,"southern"
"2990",1995,"Aug","alt",NA,"southern"
"2991",1995,"Aug","mlo",358.52,"southern"
"2992",1995,"Aug","kum",357.71,"southern"
"2993",1995,"Aug","chr",360.6,"southern"
"2994",1995,"Aug","sam",359.71,"southern"
"2995",1995,"Aug","ker",359.06,"southern"
"2996",1995,"Aug","nzd",358.96,"southern"
"2997",1995,"Sep","alt",NA,"southern"
"2998",1995,"Sep","mlo",358,"southern"
"2999",1995,"Sep","kum",357.49,"southern"
"3000",1995,"Sep","chr",360.39,"southern"
"3001",1995,"Sep","sam",359.51,"southern"
"3002",1995,"Sep","ker",NA,"southern"
"3003",1995,"Sep","nzd",358.85,"southern"
"3004",1995,"Oct","alt",NA,"southern"
"3005",1995,"Oct","mlo",357.54,"southern"
"3006",1995,"Oct","kum",359.24,"southern"
"3007",1995,"Oct","chr",360.61,"southern"
"3008",1995,"Oct","sam",359.8,"southern"
"3009",1995,"Oct","ker",NA,"southern"
"3010",1995,"Oct","nzd",358.14,"southern"
"3011",1995,"Nov","alt",NA,"southern"
"3012",1995,"Nov","mlo",359.35,"southern"
"3013",1995,"Nov","kum",359.77,"southern"
"3014",1995,"Nov","chr",NA,"southern"
"3015",1995,"Nov","sam",360.28,"southern"
"3016",1995,"Nov","ker",NA,"southern"
"3017",1995,"Nov","nzd",358.85,"southern"
"3018",1995,"Dec","alt",NA,"southern"
"3019",1995,"Dec","mlo",360.54,"southern"
"3020",1995,"Dec","kum",361.19,"southern"
"3021",1995,"Dec","chr",361.39,"southern"
"3022",1995,"Dec","sam",360.75,"southern"
"3023",1995,"Dec","ker",NA,"southern"
"3024",1995,"Dec","nzd",358.44,"southern"
"3025",1996,"Jan","alt",NA,"southern"
"3026",1996,"Jan","mlo",362.15,"southern"
"3027",1996,"Jan","kum",362.58,"southern"
"3028",1996,"Jan","chr",362.37,"southern"
"3029",1996,"Jan","sam",361.57,"southern"
"3030",1996,"Jan","ker",NA,"southern"
"3031",1996,"Jan","nzd",NA,"southern"
"3032",1996,"Feb","alt",NA,"southern"
"3033",1996,"Feb","mlo",362.88,"southern"
"3034",1996,"Feb","kum",364.12,"southern"
"3035",1996,"Feb","chr",363.2,"southern"
"3036",1996,"Feb","sam",362.01,"southern"
"3037",1996,"Feb","ker",360.21,"southern"
"3038",1996,"Feb","nzd",358.97,"southern"
"3039",1996,"Mar","alt",NA,"southern"
"3040",1996,"Mar","mlo",363.89,"southern"
"3041",1996,"Mar","kum",364.48,"southern"
"3042",1996,"Mar","chr",364.16,"southern"
"3043",1996,"Mar","sam",362.01,"southern"
"3044",1996,"Mar","ker",359.68,"southern"
"3045",1996,"Mar","nzd",360.38,"southern"
"3046",1996,"Apr","alt",NA,"southern"
"3047",1996,"Apr","mlo",364.63,"southern"
"3048",1996,"Apr","kum",365.82,"southern"
"3049",1996,"Apr","chr",NA,"southern"
"3050",1996,"Apr","sam",360.26,"southern"
"3051",1996,"Apr","ker",NA,"southern"
"3052",1996,"Apr","nzd",358.69,"southern"
"3053",1996,"May","alt",NA,"southern"
"3054",1996,"May","mlo",365.24,"southern"
"3055",1996,"May","kum",365.6,"southern"
"3056",1996,"May","chr",NA,"southern"
"3057",1996,"May","sam",360.91,"southern"
"3058",1996,"May","ker",359.51,"southern"
"3059",1996,"May","nzd",359.77,"southern"
"3060",1996,"Jun","alt",NA,"southern"
"3061",1996,"Jun","mlo",365.31,"southern"
"3062",1996,"Jun","kum",366.66,"southern"
"3063",1996,"Jun","chr",363.67,"southern"
"3064",1996,"Jun","sam",361.31,"southern"
"3065",1996,"Jun","ker",NA,"southern"
"3066",1996,"Jun","nzd",NA,"southern"
"3067",1996,"Jul","alt",NA,"southern"
"3068",1996,"Jul","mlo",363.83,"southern"
"3069",1996,"Jul","kum",362.66,"southern"
"3070",1996,"Jul","chr",363.49,"southern"
"3071",1996,"Jul","sam",360.96,"southern"
"3072",1996,"Jul","ker",360.68,"southern"
"3073",1996,"Jul","nzd",359.98,"southern"
"3074",1996,"Aug","alt",NA,"southern"
"3075",1996,"Aug","mlo",361.25,"southern"
"3076",1996,"Aug","kum",360.14,"southern"
"3077",1996,"Aug","chr",362.53,"southern"
"3078",1996,"Aug","sam",361.44,"southern"
"3079",1996,"Aug","ker",360.66,"southern"
"3080",1996,"Aug","nzd",360.46,"southern"
"3081",1996,"Sep","alt",NA,"southern"
"3082",1996,"Sep","mlo",358.86,"southern"
"3083",1996,"Sep","kum",358.63,"southern"
"3084",1996,"Sep","chr",NA,"southern"
"3085",1996,"Sep","sam",360.99,"southern"
"3086",1996,"Sep","ker",359.92,"southern"
"3087",1996,"Sep","nzd",NA,"southern"
"3088",1996,"Oct","alt",NA,"southern"
"3089",1996,"Oct","mlo",359.4,"southern"
"3090",1996,"Oct","kum",360.04,"southern"
"3091",1996,"Oct","chr",NA,"southern"
"3092",1996,"Oct","sam",361.06,"southern"
"3093",1996,"Oct","ker",NA,"southern"
"3094",1996,"Oct","nzd",359.28,"southern"
"3095",1996,"Nov","alt",NA,"southern"
"3096",1996,"Nov","mlo",360.9,"southern"
"3097",1996,"Nov","kum",361.96,"southern"
"3098",1996,"Nov","chr",NA,"southern"
"3099",1996,"Nov","sam",361.61,"southern"
"3100",1996,"Nov","ker",360.94,"southern"
"3101",1996,"Nov","nzd",359.81,"southern"
"3102",1996,"Dec","alt",NA,"southern"
"3103",1996,"Dec","mlo",362.1,"southern"
"3104",1996,"Dec","kum",363.65,"southern"
"3105",1996,"Dec","chr",NA,"southern"
"3106",1996,"Dec","sam",362.05,"southern"
"3107",1996,"Dec","ker",361.87,"southern"
"3108",1996,"Dec","nzd",360.71,"southern"
"3109",1997,"Jan","alt",NA,"southern"
"3110",1997,"Jan","mlo",363.03,"southern"
"3111",1997,"Jan","kum",364.33,"southern"
"3112",1997,"Jan","chr",363.59,"southern"
"3113",1997,"Jan","sam",362.44,"southern"
"3114",1997,"Jan","ker",361.38,"southern"
"3115",1997,"Jan","nzd",NA,"southern"
"3116",1997,"Feb","alt",NA,"southern"
"3117",1997,"Feb","mlo",364.23,"southern"
"3118",1997,"Feb","kum",365.55,"southern"
"3119",1997,"Feb","chr",364.02,"southern"
"3120",1997,"Feb","sam",362.17,"southern"
"3121",1997,"Feb","ker",NA,"southern"
"3122",1997,"Feb","nzd",NA,"southern"
"3123",1997,"Mar","alt",NA,"southern"
"3124",1997,"Mar","mlo",364.75,"southern"
"3125",1997,"Mar","kum",365.51,"southern"
"3126",1997,"Mar","chr",364.8,"southern"
"3127",1997,"Mar","sam",362.37,"southern"
"3128",1997,"Mar","ker",NA,"southern"
"3129",1997,"Mar","nzd",360.25,"southern"
"3130",1997,"Apr","alt",NA,"southern"
"3131",1997,"Apr","mlo",366.2,"southern"
"3132",1997,"Apr","kum",366.84,"southern"
"3133",1997,"Apr","chr",364.44,"southern"
"3134",1997,"Apr","sam",362.44,"southern"
"3135",1997,"Apr","ker",361.29,"southern"
"3136",1997,"Apr","nzd",360.03,"southern"
"3137",1997,"May","alt",NA,"southern"
"3138",1997,"May","mlo",366.67,"southern"
"3139",1997,"May","kum",368.46,"southern"
"3140",1997,"May","chr",NA,"southern"
"3141",1997,"May","sam",361.3,"southern"
"3142",1997,"May","ker",360.82,"southern"
"3143",1997,"May","nzd",360.37,"southern"
"3144",1997,"Jun","alt",NA,"southern"
"3145",1997,"Jun","mlo",365.58,"southern"
"3146",1997,"Jun","kum",366.79,"southern"
"3147",1997,"Jun","chr",364.01,"southern"
"3148",1997,"Jun","sam",361.56,"southern"
"3149",1997,"Jun","ker",361.57,"southern"
"3150",1997,"Jun","nzd",NA,"southern"
"3151",1997,"Jul","alt",NA,"southern"
"3152",1997,"Jul","mlo",364.04,"southern"
"3153",1997,"Jul","kum",362.96,"southern"
"3154",1997,"Jul","chr",364.67,"southern"
"3155",1997,"Jul","sam",362.23,"southern"
"3156",1997,"Jul","ker",NA,"southern"
"3157",1997,"Jul","nzd",NA,"southern"
"3158",1997,"Aug","alt",NA,"southern"
"3159",1997,"Aug","mlo",362.35,"southern"
"3160",1997,"Aug","kum",361.64,"southern"
"3161",1997,"Aug","chr",NA,"southern"
"3162",1997,"Aug","sam",362.09,"southern"
"3163",1997,"Aug","ker",NA,"southern"
"3164",1997,"Aug","nzd",361.77,"southern"
"3165",1997,"Sep","alt",NA,"southern"
"3166",1997,"Sep","mlo",360.13,"southern"
"3167",1997,"Sep","kum",359.61,"southern"
"3168",1997,"Sep","chr",362.87,"southern"
"3169",1997,"Sep","sam",362.37,"southern"
"3170",1997,"Sep","ker",362.04,"southern"
"3171",1997,"Sep","nzd",NA,"southern"
"3172",1997,"Oct","alt",NA,"southern"
"3173",1997,"Oct","mlo",360.53,"southern"
"3174",1997,"Oct","kum",360.59,"southern"
"3175",1997,"Oct","chr",362.73,"southern"
"3176",1997,"Oct","sam",363.01,"southern"
"3177",1997,"Oct","ker",362.24,"southern"
"3178",1997,"Oct","nzd",NA,"southern"
"3179",1997,"Nov","alt",NA,"southern"
"3180",1997,"Nov","mlo",362.49,"southern"
"3181",1997,"Nov","kum",362.98,"southern"
"3182",1997,"Nov","chr",362.33,"southern"
"3183",1997,"Nov","sam",363.26,"southern"
"3184",1997,"Nov","ker",NA,"southern"
"3185",1997,"Nov","nzd",NA,"southern"
"3186",1997,"Dec","alt",NA,"southern"
"3187",1997,"Dec","mlo",363.97,"southern"
"3188",1997,"Dec","kum",366.22,"southern"
"3189",1997,"Dec","chr",364.7,"southern"
"3190",1997,"Dec","sam",363.47,"southern"
"3191",1997,"Dec","ker",362.74,"southern"
"3192",1997,"Dec","nzd",NA,"southern"
"3193",1998,"Jan","alt",NA,"southern"
"3194",1998,"Jan","mlo",365.02,"southern"
"3195",1998,"Jan","kum",366.31,"southern"
"3196",1998,"Jan","chr",NA,"southern"
"3197",1998,"Jan","sam",363.88,"southern"
"3198",1998,"Jan","ker",NA,"southern"
"3199",1998,"Jan","nzd",362.32,"southern"
"3200",1998,"Feb","alt",NA,"southern"
"3201",1998,"Feb","mlo",365.75,"southern"
"3202",1998,"Feb","kum",368.29,"southern"
"3203",1998,"Feb","chr",NA,"southern"
"3204",1998,"Feb","sam",363.57,"southern"
"3205",1998,"Feb","ker",NA,"southern"
"3206",1998,"Feb","nzd",362.53,"southern"
"3207",1998,"Mar","alt",NA,"southern"
"3208",1998,"Mar","mlo",367.06,"southern"
"3209",1998,"Mar","kum",369.22,"southern"
"3210",1998,"Mar","chr",368.44,"southern"
"3211",1998,"Mar","sam",363.67,"southern"
"3212",1998,"Mar","ker",NA,"southern"
"3213",1998,"Mar","nzd",362.81,"southern"
"3214",1998,"Apr","alt",NA,"southern"
"3215",1998,"Apr","mlo",368.4,"southern"
"3216",1998,"Apr","kum",369.61,"southern"
"3217",1998,"Apr","chr",368.83,"southern"
"3218",1998,"Apr","sam",363.37,"southern"
"3219",1998,"Apr","ker",363.73,"southern"
"3220",1998,"Apr","nzd",363.03,"southern"
"3221",1998,"May","alt",NA,"southern"
"3222",1998,"May","mlo",369.23,"southern"
"3223",1998,"May","kum",369.86,"southern"
"3224",1998,"May","chr",NA,"southern"
"3225",1998,"May","sam",364.12,"southern"
"3226",1998,"May","ker",364.09,"southern"
"3227",1998,"May","nzd",363.05,"southern"
"3228",1998,"Jun","alt",NA,"southern"
"3229",1998,"Jun","mlo",368.84,"southern"
"3230",1998,"Jun","kum",368.36,"southern"
"3231",1998,"Jun","chr",367.19,"southern"
"3232",1998,"Jun","sam",364.84,"southern"
"3233",1998,"Jun","ker",365.33,"southern"
"3234",1998,"Jun","nzd",NA,"southern"
"3235",1998,"Jul","alt",NA,"southern"
"3236",1998,"Jul","mlo",367.64,"southern"
"3237",1998,"Jul","kum",366.23,"southern"
"3238",1998,"Jul","chr",366.9,"southern"
"3239",1998,"Jul","sam",365.02,"southern"
"3240",1998,"Jul","ker",363.81,"southern"
"3241",1998,"Jul","nzd",364.13,"southern"
"3242",1998,"Aug","alt",NA,"southern"
"3243",1998,"Aug","mlo",365.34,"southern"
"3244",1998,"Aug","kum",364.31,"southern"
"3245",1998,"Aug","chr",366.32,"southern"
"3246",1998,"Aug","sam",365.25,"southern"
"3247",1998,"Aug","ker",NA,"southern"
"3248",1998,"Aug","nzd",364.57,"southern"
"3249",1998,"Sep","alt",NA,"southern"
"3250",1998,"Sep","mlo",364.19,"southern"
"3251",1998,"Sep","kum",361.33,"southern"
"3252",1998,"Sep","chr",366.16,"southern"
"3253",1998,"Sep","sam",365.4,"southern"
"3254",1998,"Sep","ker",364.44,"southern"
"3255",1998,"Sep","nzd",364.89,"southern"
"3256",1998,"Oct","alt",NA,"southern"
"3257",1998,"Oct","mlo",364.07,"southern"
"3258",1998,"Oct","kum",364.7,"southern"
"3259",1998,"Oct","chr",366.54,"southern"
"3260",1998,"Oct","sam",365.64,"southern"
"3261",1998,"Oct","ker",NA,"southern"
"3262",1998,"Oct","nzd",NA,"southern"
"3263",1998,"Nov","alt",NA,"southern"
"3264",1998,"Nov","mlo",365.63,"southern"
"3265",1998,"Nov","kum",366.75,"southern"
"3266",1998,"Nov","chr",366.37,"southern"
"3267",1998,"Nov","sam",366.13,"southern"
"3268",1998,"Nov","ker",NA,"southern"
"3269",1998,"Nov","nzd",NA,"southern"
"3270",1998,"Dec","alt",NA,"southern"
"3271",1998,"Dec","mlo",367.5,"southern"
"3272",1998,"Dec","kum",367.78,"southern"
"3273",1998,"Dec","chr",367.35,"southern"
"3274",1998,"Dec","sam",366.34,"southern"
"3275",1998,"Dec","ker",NA,"southern"
"3276",1998,"Dec","nzd",364.39,"southern"
"3277",1999,"Jan","alt",NA,"southern"
"3278",1999,"Jan","mlo",367.94,"southern"
"3279",1999,"Jan","kum",369.75,"southern"
"3280",1999,"Jan","chr",NA,"southern"
"3281",1999,"Jan","sam",366.9,"southern"
"3282",1999,"Jan","ker",366.73,"southern"
"3283",1999,"Jan","nzd",365,"southern"
"3284",1999,"Feb","alt",NA,"southern"
"3285",1999,"Feb","mlo",368.39,"southern"
"3286",1999,"Feb","kum",369.93,"southern"
"3287",1999,"Feb","chr",368.99,"southern"
"3288",1999,"Feb","sam",366.73,"southern"
"3289",1999,"Feb","ker",NA,"southern"
"3290",1999,"Feb","nzd",365.42,"southern"
"3291",1999,"Mar","alt",NA,"southern"
"3292",1999,"Mar","mlo",369.31,"southern"
"3293",1999,"Mar","kum",371.27,"southern"
"3294",1999,"Mar","chr",369.88,"southern"
"3295",1999,"Mar","sam",366.36,"southern"
"3296",1999,"Mar","ker",365.71,"southern"
"3297",1999,"Mar","nzd",NA,"southern"
"3298",1999,"Apr","alt",NA,"southern"
"3299",1999,"Apr","mlo",371.05,"southern"
"3300",1999,"Apr","kum",372.03,"southern"
"3301",1999,"Apr","chr",370.3,"southern"
"3302",1999,"Apr","sam",367.08,"southern"
"3303",1999,"Apr","ker",365.86,"southern"
"3304",1999,"Apr","nzd",363.93,"southern"
"3305",1999,"May","alt",NA,"southern"
"3306",1999,"May","mlo",370.86,"southern"
"3307",1999,"May","kum",372.05,"southern"
"3308",1999,"May","chr",368.59,"southern"
"3309",1999,"May","sam",366.6,"southern"
"3310",1999,"May","ker",NA,"southern"
"3311",1999,"May","nzd",365.09,"southern"
"3312",1999,"Jun","alt",NA,"southern"
"3313",1999,"Jun","mlo",370.53,"southern"
"3314",1999,"Jun","kum",370.62,"southern"
"3315",1999,"Jun","chr",369.09,"southern"
"3316",1999,"Jun","sam",366.91,"southern"
"3317",1999,"Jun","ker",365.51,"southern"
"3318",1999,"Jun","nzd",365.39,"southern"
"3319",1999,"Jul","alt",NA,"southern"
"3320",1999,"Jul","mlo",369.37,"southern"
"3321",1999,"Jul","kum",368.51,"southern"
"3322",1999,"Jul","chr",368.86,"southern"
"3323",1999,"Jul","sam",367.48,"southern"
"3324",1999,"Jul","ker",366.25,"southern"
"3325",1999,"Jul","nzd",366.24,"southern"
"3326",1999,"Aug","alt",NA,"southern"
"3327",1999,"Aug","mlo",366.76,"southern"
